Gene,40 S 3hrs,40 S 24hrs,40 S 48hrs,40 S 72hrs,40 T 3hrs,40 T 24hrs,40 T 48hrs,40 T 72hrs,41 S 24hrs,41 S 48hrs,41 S 72hrs,96 S 3hrs,96 S 24hrs,96 S 48hrs,96 S 72hrs,96 T 3hrs,96 T 24hrs,96 T 48hrs,96 T 72hrs
NUCB1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUCB2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUCKS1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
NUDC,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDCD1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDCD2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
NUDCD3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NUDT14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT16P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT19,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT21,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NUDT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NUDT5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUDT9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUF2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUFIP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUFIP2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMA1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMB,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP107,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP133,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP153,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP155,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP160,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP205,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
NUP210,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP37,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
NUP42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP54,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
NUP62,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NUP62CL,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP88,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP93,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUP98,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NUPR1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
NUS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUSAP1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
NXN,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NXPE3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXPH3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NXPH4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NXT1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OAF,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OARD1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OAS1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
OAS2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OAS3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OASL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OAT,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
OAZ1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OAZ2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OBSL1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OCEL1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OCIAD1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OCIAD2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
OCLN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OCRL,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ODAPH,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
ODC1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ODF2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODF2L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OFD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OGA,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OGDH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGFOD1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OGFOD3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OGFR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGFRL1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OGT,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OIP5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
OLA1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OLFM4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OLFML2A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OLR1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OMA1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ONECUT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OPA3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OPN3,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
OPTN,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
OR7E14P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAI2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORAI3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORC6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
ORMDL2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ORMDL3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OS9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL1A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OSBPL3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OSBPL8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OSER1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSGEP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSGIN1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSGIN2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSMR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OSR2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OST4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSTC,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OSTF1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
OSTM1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
OTOP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OTUB1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUB2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTUD1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
OTUD4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTUD5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OTUD6B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OVOL1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
OXA1L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OXLD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXNAD1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OXR1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OXSM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OXSR1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OXTR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2RX5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P2RY11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RY2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
P2RY6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
P3H1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P3H2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P3H4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P4HA1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
P4HA2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
P4HB,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P4HTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PA2G4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAAF1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PABPC1L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1P3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPC4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PABPC4L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPN1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACC1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PACS1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PACS2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PACSIN3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PADI1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PADI2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PAF1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAFAH1B1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH1B2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH1B3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PAG1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
PAICS,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAIP2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PAIP2B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAK1IP1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PAK2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLD,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PALM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PALM2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAM,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
PANK2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
PANX1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PANX2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAOX,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAPOLG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPPA,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
PAPSS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAPSS2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAQR6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD6A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PARD6B,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD6G,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PARG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARK7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PARL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PARP12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PARP8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PARP9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PARPBP,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PART1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARVA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
PATL1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATZ1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PAWR,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PAX6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAX8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
PAX9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAXBP1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAXIP1-AS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAXX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PBDC1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PBK,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PBLD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PBRM1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PBX1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PBX3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
PBXIP1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBD1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCBD2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBP2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PCBP4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCCB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCDH1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PCDH19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PCDH7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
PCDHB14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHB16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PCDHB2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHB9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCDHGA10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCDHGB7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCED1A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCED1B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCF11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCGF2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCGF3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCGF5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCGF6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCID2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCK2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCLAF,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCMT1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCMTD1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNA,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
PCNX1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCNX2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PCNX4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCOLCE2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCSK5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
PCSK6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PCSK7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCSK9,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
PCTP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCYOX1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PCYOX1L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCYT1A,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCYT2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDAP1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD1LG2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PDCD2L,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PDCD5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD6IP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCL,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PDE12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDE4A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDE4C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE4DIP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE5A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDE6D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
PDGFC,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
PDGFRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PDHA1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
PDHB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDHX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDIA3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDIA4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PDIA5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDIA6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDIK1L,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDK1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PDK2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PDLIM4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PDLIM5,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PDLIM7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
PDP1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
PDPK1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
PDRG1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDS5A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDS5B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDSS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
PDXK,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
PDZD11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PDZD7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDZD8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PDZK1IP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEA15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
PEAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
